upload_visibility_user_groups	Selected CMDM user groups	Selected CMDM user groups	Upload
upload_visibility_roles	Selected Wordpress roles	Selected Wordpress roles	Upload
upload_visibility_users	Selected Wordpress users	Selected Wordpress users	Upload
upload_visibility_author	Only me	Only me	Upload
upload_visibility_author_author	author	author	Upload
upload_added_msg	"%s" has been succesfully added	Upload added message.	Upload
upload_held_moderation_msg	%s has been held for moderation	Upload held for moderation.	Upload
upload_updated_msg	"%s" has been succesfully updated	Upload updated message.	Upload
upload_deleted_msg	"%s" has been succesfully deleted	Upload deleted message.	Upload
upload_published_msg	"%s" has been succesfully published	Upload published message.	Upload
upload_unpublished_msg	"%s" has been succesfully unpublished	Upload unpublished message.	Upload

login_to_download	Please login to download.	Login prompt on the restricted download page.	Download
download_not_permitted	You have no permission to download this file.	Message displayed instead of the download button, when user has permission to view download page, but has no permission to download the file.	Download
download_see_content_not_permitted	Sorry, You haven't permission to see this content.	Message displayed when user doesn't permission to view content.	Download
download_not_permitted_limit	You have reached the downloads limit. Please try later.	Message displayed instead of the download button, when user reached the downloads limit.	Download
download_button_file	Download	Label of the download button for download type "File".	Download
download_button_url	Download	Label of the download button for download type "URL".	Download
download_button_open	Open	Label of the open button in the cmdm-files-list shortcode view.	Download
download_button_more	More...	Label for the More button in the cmdm-files-list shortcode view.	Download
report_btn	Report	Label for the Report link displayed on the download's page.	Download
report_reason_placeholder	Enter the reason...	Report reason textarea placeholder.	Download
report_send_btn	Send report	Label for the Report submit button displayed on the download's page.	Download
report_file_success_msg	Thank you, the resource has been reported.	Success message after reported the download.	Download
tab_video_lesson	Video Lesson	Video Lesson tab label.	Download
views	Views	Views number.	Download
file_size	File size	File size label.	Download
tags_list	Tags	Tags list label.	Download
back_to_all_downloads	Back to All Downloads	Backlink text.	Download
download_rating	Rating	Download's rating.	Download
select_specific_files_download	Select specific files to download:	Select specific files to download text on the download form.	Download
select_file_to_download	Select specific file to download:	Select specific file to download text on the download form.	Download
download_status_publish	published	Download status published.	Download
download_status_draft	draft	Download status draft.	Download
download_waiting_for_moderation	waiting for moderation	Download waiting for moderation.	Download
download_info_header	Download Info	Header of the download details widget.	Download
download_version	Version	Download version.	Download
download_downloads_num	Downloads	Times downloaded.	Download
download_updated_time	Updated	Download updated time.	Download
download_admin_recommended	Recommended	Download is recommended by admin.	Download
download_preview_btn	Show Preview	Download preview button.	Download
password_label_btn	Password	Password text label.	Download
download_no_results_label	There are no results	Label for list, if there are no result 	Download
download_read_more_link	Read More	Read more link label for limited download description 	Download
download_tab_description	Description	Download tab: Description	Download
download_tab_excerpt	Excerpt	Download tab: Excerpt	Download
download_tab_notes	Notes	Download tab: Notes	Download
download_tab_tags	Tags	Download tab: Tags	Download
download_tab_installation	Installation	Download tab: Installation	Download
download_tab_changelog	Changelog	Download tab: Changelog	Download
download_tab_support	Support	Download tab: Support	Download
download_tab_view_video	View video	Download tab: View video	Download
download_info_categories	Categories	Categories list in the download info widget.	Download
download_user_first_name	First name	User first name in Download Info section.	Download
download_user_last_name	Last name	User last name in Download Info section.	Download
download_user_email	Email	User Email in Download Info section.	Download
download_related_downloads	Related Downloads	Related downloads in sidebar Section.	Download

support_thread_resolved	RESOLVED	Resolved status for the support thread.	Support
support_no_topics	No topics	No topics text.	Support
support_create_topic_call	would you like to create one?	Call to create a topic.	Support
support_th_topic	Topic	Topic column header.	Support
support_th_posts	Posts	Posts column header.	Support
support_th_last_poster	Last Poster	Last Poster column header.	Support
support_th_updated	Updated	Updated column header.	Support
support_leave_comment_header	Leave your comment/question	Header of the new topic form.	Support
support_topic_form_title	Title	Title field.	Support
support_topic_form_content	What is your comment about?	Content textarea placeholder.	Support
support_topic_form_notify	Notify me of follow	Notify me of follow checkbox.	Support
support_topic_form_post_btn	Post	Post button.	Support
support_topic_form_allow_markup	Allow markup	Allow markup	Support
support_topic_form_wrap_code	Wrap your code using	Wrap your code using	Support
support_topic_posted_success	Your question has been succesfully added.	Topic posted success message.	Support
support_topic_posted_moderation	Thank you for your question, it has been held for moderation.	Topic waiting for moderation message.	Support
support_topic_login_call	Please log in to post questions	Login prompt.	Support
support_back	&laquo; Back to Support Page	Back to Support Page link	Support
support_post_answer_header	Leave your comment	Post answers header.	Support
support_answer_form_content	What is your comment about?	Content textarea placeholder.	Support
support_topic_mark_resolved	Mark this topic as resolved	Mark this topic as resolved checkbox.	Support
support_topic_post_answer_btn	Post	Post answer button.	Support
support_answer_added_msg	Your answer has been succesfully added.	Answer added message.	Support
support_answer_added_to_moderation_msg	Thank you for your answer, it has been held for moderation.	Answer added to moderation message.	Support

follow_category_button	Follow category	Label for the "Follow category" button.	Following
unfollow_category_button	Unfollow category	Label for the "Unfollow category" button.	Following
follow_category_added_msg	You have been added from the category followers.	Label for the message after successfull add as follower.	Following
follow_category_removed_msg	You have been removed from the category followers.	Label for the message after successfull remove from followers.	Following

filter_input_placeholder	Filter...	Placeholder of the quick JS filter input.	Search
search_input_placeholder	Search...	Placeholder of the search input.	Search
search_submit_btn	Search	Search submit button label.	Search

files_list_tags_filter	Tags:	Tag filter in the cmdm-files-list	Shortcodes
files_list_category_filter_tree	Category:	Category filter (single tree) in the cmdm-files-list	Shortcodes
files_list_month_filter	Month:	Month filter in the cmdm-files-list	Shortcodes
files_list_years_filter	Year:	Years filter in the cmdm-files-list	Shortcodes
files_list_category_filter_two_level	Category:	Category filter (two-level) in the cmdm-files-list	Shortcodes
files_list_subcategory_filter_two_level	Subcategory:	Subcategory filter (two-level) in the cmdm-files-list	Shortcodes
files_list_category_filter_author	Author:	Author filter in the cmdm-files-list	Shortcodes
files_list_category_undefined	Uncategorized downloads	Title of the block with downloads without category in categories view	Shortcodes
category_is_empty	No downloads.	Text for empty category.	Shortcodes

panel_title_cmdownload_add	Downloads - Add	Downloads - Add	Panel Titles
panel_title_cmdownload_edit	Downloads - Edit	Downloads - Edit	Panel Titles
panel_title_cmdownload_del	Downloads - Delete	Downloads - Delete	Panel Titles
panel_title_cmdownload_empty	Downloads - Empty	Downloads - Empty	Panel Titles
panel_title_cmdownload_dashboard	Downloads - Dashboard	Downloads - Dashboard	Panel Titles
panel_title_error_error	Error	Error	Panel Titles
panel_title_uploader_index	Uploader - Index	Uploader - Index	Panel Titles

login_widget_text	Please sign-in with the following login form.	Login widget text.	Other
login_widget_header	Login	Login widget header.	Other
login_widget_logout_btn_lbl	Logout	Logout button label.	Other
rating_success	Thanks for rating!	Message after user rated a download.	Other
download_moderation_status_accepted	accepted	Download published status in the moderation email.	Other
download_moderation_status_rejected	rejected	Download rejected status in the moderation email.	Other
tags_add_btn	Add	Add tags button.	Other
questions	questions	Number of questions.	Other
user_questions_header	Questions	User's questions header.	Other
answers	answers	Number of answers.	Other
user_answers_header	Answers	User's answers header.	Other
expiration	expiration	File expiration date.	Other
uploads	uploads	Number of uploads.	Other
user_uploads_header	Uploads	User's uploads header.	Other
access_denied_go_back	Go back to previous page	Go back link.	Other
error_go_back	Go back to previous page	Go back link.	Other
uploader_social_profiles_header	Social Profiles	Social Profiles header	Other
login_page_link_title	Login	Login link text.	Other
error_not_permissions_view_page	You do not have sufficient permissions to view this page	Access denied to page text.	Other
message_wrong_password	Wrong password	Wrong password text.	Other
date_january	January	Month label.	Date
date_february	February	Month label.	Date
date_march	March	Month label.	Date
date_april	April	Month label.	Date
date_may	May	Month label.	Date
date_june	June	Month label.	Date
date_july	July	Month label.	Date
date_august	August	Month label.	Date
date_september	September	Month label.	Date
date_october	October	Month label.	Date
date_november	November	Month label.	Date
date_december	December	Month label.	Date
dt_download_title	Title	""	Downloads Table
dt_number_of_screenshots	Screenshots 	""	Downloads Table
dt_number_of_downloads	Downloads 	""	Downloads Table
dt_publish_date	Publish date 	""	Downloads Table
dt_description	Description	""	Downloads Table
dt_download_action	Download	""	Downloads Table
dt_author	Author 	""	Downloads Table
dt_allowed_user	Allowed user 	""	Downloads Table
dt_expired_date	Expired Date 	""	Downloads Table

filter_search_by_title	Title	Label for search by Title	Filter
filter_search_by_date_range	Date Range	Label for search by Date range	Filter
filter_search_by_date_from	Date From	Label for search from date	Filter
filter_search_by_date_to	Date To	Label for search by Date to	Filter
filter_search_by_author	Author	Label for search by Author	Filter
filter_search_by_allow_user	Allowed user	Label for search by Allowed user	Filter
filter_submit_button	Filter	Label for search Submit button	Filter
